Sub_Category,Kalshi_Ticker,Market_Question,Price_At_85_Plus,Settlement_Date,Result,Settlement_Value,First_Touch_Time,Series_Ticker,Series_Title
Climate and Weather > Temperature,KXHIGHNY-26JAN14-B51.5,"Will the **high temp in NYC** be 51-52° on Jan 14, 2026?",90,2026-01-15,CORRECT,100,2026-01-14T20:17:09.425094Z,KXHIGHNY,Highest temperature in NYC
Climate and Weather > Temperature,KXHIGHCHI-26JAN14-B42.5,"Will the high temp in Chicago be 42-43° on Jan 14, 2026?",90,2026-01-15,CORRECT,100,2026-01-14T04:55:32.031048Z,KXHIGHCHI,Highest temperature in Chicago
Climate and Weather > Temperature,KXHIGHTDC-26JAN15-B45.5,"Will the maximum temperature be  45-46° on Jan 15, 2026?",93,2026-01-16,CORRECT,100,2026-01-15T06:03:19.345665Z,KXHIGHTDC,Washington DC Daily Max Temp
Climate and Weather > Temperature,KXHIGHMIA-26JAN15-T73,"Will the **high temp in Miami** be <73° on Jan 15, 2026?",90,2026-01-16,CORRECT,100,2026-01-15T16:38:34.266183Z,KXHIGHMIA,Highest temperature in Miami
Climate and Weather > Temperature,KXHIGHDEN-26JAN15-B59.5,"Will the **high temp in Denver** be 59-60° on Jan 15, 2026?",90,2026-01-16,CORRECT,100,2026-01-15T22:05:00.313156Z,KXHIGHDEN,Highest temperature in Denver
Climate and Weather > Temperature,KXLOWTPHIL-26JAN15-T24,"Will the minimum temperature be  >24° on Jan 15, 2026?",93,2026-01-16,CORRECT,100,2026-01-16T04:56:50.220215Z,KXLOWTPHIL,Lowest temperature in Philadelphia
Climate and Weather > Temperature,KXLOWTNYC-26JAN15-B25.5,"Will the minimum temperature be  25-26° on Jan 15, 2026?",93,2026-01-16,WRONG,0,2026-01-16T04:08:41.014686Z,KXLOWTNYC,Lowest temperature in NYC
Climate and Weather > Temperature,KXLOWTNYC-26JAN15-B23.5,"Will the minimum temperature be  23-24° on Jan 15, 2026?",90,2026-01-16,CORRECT,100,2026-01-16T04:42:37.737798Z,KXLOWTNYC,Lowest temperature in NYC
Climate and Weather > Temperature,KXHIGHLAX-26JAN15-T82,"Will the **high temp in LA** be >82° on Jan 15, 2026?",90,2026-01-16,CORRECT,100,2026-01-15T21:16:12.016496Z,KXHIGHLAX,Highest temperature in Los Angeles
Climate and Weather > Temperature,KXHIGHTLV-26JAN15-B69.5,"Will the maximum temperature be  69-70° on Jan 15, 2026?",93,2026-01-16,CORRECT,100,2026-01-15T22:29:44.930518Z,KXHIGHTLV,Las Vegas Max Daily Temperature
Climate and Weather > Temperature,KXLOWTCHI-26JAN15-B15.5,"Will the minimum temperature be  15-16° on Jan 15, 2026?",92,2026-01-16,CORRECT,100,2026-01-15T12:27:21.438518Z,KXLOWTCHI,Lowest Temperature Chicago
Climate and Weather > Temperature,KXLOWTMIA-26JAN15-T48,"Will the minimum temperature be  <48° on Jan 15, 2026?",98,2026-01-16,WRONG,0,2026-01-15T19:44:12.377822Z,KXLOWTMIA,Lowest temperature in Miami
Climate and Weather > Temperature,KXLOWTLAX-26JAN15-T51,"Will the minimum temperature be  >51° on Jan 15, 2026?",92,2026-01-16,CORRECT,100,2026-01-15T13:00:20.525382Z,KXLOWTLAX,Lowest Temperature in LA
Climate and Weather > Temperature,KXLOWTDEN-26JAN15-T30,"Will the minimum temperature be  <30° on Jan 15, 2026?",92,2026-01-16,CORRECT,100,2026-01-16T03:37:45.327759Z,KXLOWTDEN,Lowest temperature in Denver
Climate and Weather > Temperature,KXHIGHTSFO-26JAN15-B66.5,"Will the maximum temperature be  66-67° on Jan 15, 2026?",93,2026-01-16,CORRECT,100,2026-01-15T22:47:23.57654Z,KXHIGHTSFO,San Francisco High Temperature Daily
Climate and Weather > Temperature,KXHIGHTSEA-26JAN15-B48.5,"Will the maximum temperature be  48-49° on Jan 15, 2026?",95,2026-01-16,CORRECT,100,2026-01-15T06:35:46.680366Z,KXHIGHTSEA,Seattle Maximum Temperature Daily
Climate and Weather > Temperature,KXLOWTAUS-26JAN15-B31.5,"Will the minimum temperature be  31-32° on Jan 15, 2026?",92,2026-01-16,CORRECT,100,2026-01-15T13:33:36.6465Z,KXLOWTAUS,Lowest temperature in Austin
Climate and Weather > Temperature,KXHIGHTNOLA-26JAN15-B55.5,"Will the maximum temperature be  55-56° on Jan 15, 2026?",98,2026-01-16,WRONG,0,2026-01-15T13:33:54.63088Z,KXHIGHTNOLA,New Orleans Max temp Daily
Climate and Weather > Temperature,KXHIGHTNOLA-26JAN15-B53.5,"Will the maximum temperature be  53-54° on Jan 15, 2026?",93,2026-01-16,CORRECT,100,2026-01-15T12:36:35.156295Z,KXHIGHTNOLA,New Orleans Max temp Daily
Climate and Weather > Temperature,KXHIGHPHIL-26JAN15-B45.5,"Will the **high temp in Philadelphia** be 45-46° on Jan 15, 2026?",91,2026-01-16,CORRECT,100,2026-01-15T05:22:18.530692Z,KXHIGHPHIL,Highest temperature in Philadelphia
Climate and Weather > Temperature,KXHIGHAUS-26JAN15-B66.5,"Will the **high temp in Austin** be 66-67° on Jan 15, 2026?",90,2026-01-16,CORRECT,100,2026-01-15T20:53:42.259482Z,KXHIGHAUS,Highest temperature in Austin
Climate and Weather > Temperature,KXHIGHNY-26JAN15-B47.5,"Will the **high temp in NYC** be 47-48° on Jan 15, 2026?",90,2026-01-16,CORRECT,100,2026-01-15T04:47:20.175831Z,KXHIGHNY,Highest temperature in NYC
Climate and Weather > Temperature,KXHIGHCHI-26JAN15-T25,"Will the high temp in Chicago be <25° on Jan 15, 2026?",94,2026-01-16,CORRECT,100,2026-01-16T02:56:43.126191Z,KXHIGHCHI,Highest temperature in Chicago
Climate and Weather > Temperature,KXHIGHTDC-26JAN16-T36,"Will the maximum temperature be  <36° on Jan 16, 2026?",90,2026-01-17,WRONG,0,2026-01-16T22:16:41.223277Z,KXHIGHTDC,Washington DC Daily Max Temp
Climate and Weather > Temperature,KXHIGHTDC-26JAN16-B38.5,"Will the maximum temperature be  38-39° on Jan 16, 2026?",90,2026-01-17,CORRECT,100,2026-01-17T02:54:14.806075Z,KXHIGHTDC,Washington DC Daily Max Temp
Climate and Weather > Temperature,KXHIGHTDC-26JAN16-B36.5,"Will the maximum temperature be  36-37° on Jan 16, 2026?",95,2026-01-17,WRONG,0,2026-01-16T19:07:05.775657Z,KXHIGHTDC,Washington DC Daily Max Temp
Climate and Weather > Temperature,KXHIGHMIA-26JAN16-B69.5,"Will the **high temp in Miami** be 69-70° on Jan 16, 2026?",98,2026-01-17,CORRECT,100,2026-01-16T19:27:14.523081Z,KXHIGHMIA,Highest temperature in Miami
Climate and Weather > Temperature,KXHIGHMIA-26JAN16-B67.5,"Will the **high temp in Miami** be 67-68° on Jan 16, 2026?",91,2026-01-17,WRONG,0,2026-01-16T18:47:19.403309Z,KXHIGHMIA,Highest temperature in Miami
Climate and Weather > Temperature,KXHIGHDEN-26JAN16-T42,"Will the **high temp in Denver** be <42° on Jan 16, 2026?",90,2026-01-17,CORRECT,100,2026-01-16T05:21:23.242204Z,KXHIGHDEN,Highest temperature in Denver
Climate and Weather > Temperature,KXLOWTPHIL-26JAN16-B23.5,"Will the minimum temperature be  23-24° on Jan 16, 2026?",91,2026-01-17,CORRECT,100,2026-01-16T12:54:31.529164Z,KXLOWTPHIL,Lowest temperature in Philadelphia
Climate and Weather > Temperature,KXLOWTNYC-26JAN16-B23.5,"Will the minimum temperature be  23-24° on Jan 16, 2026?",90,2026-01-17,WRONG,0,2026-01-16T05:57:17.157067Z,KXLOWTNYC,Lowest temperature in NYC
Climate and Weather > Temperature,KXLOWTNYC-26JAN16-B21.5,"Will the minimum temperature be  21-22° on Jan 16, 2026?",95,2026-01-17,CORRECT,100,2026-01-16T11:23:02.928223Z,KXLOWTNYC,Lowest temperature in NYC
Climate and Weather > Temperature,KXHIGHLAX-26JAN16-B78.5,"Will the **high temp in LA** be 78-79° on Jan 16, 2026?",92,2026-01-17,CORRECT,100,2026-01-16T20:39:47.556257Z,KXHIGHLAX,Highest temperature in Los Angeles
Climate and Weather > Temperature,KXHIGHTLV-26JAN16-B71.5,"Will the maximum temperature be  71-72° on Jan 16, 2026?",92,2026-01-17,CORRECT,100,2026-01-16T23:02:27.676719Z,KXHIGHTLV,Las Vegas Max Daily Temperature
Climate and Weather > Temperature,KXLOWTCHI-26JAN16-B21.5,"Will the minimum temperature be  21-22° on Jan 16, 2026?",90,2026-01-17,CORRECT,100,2026-01-16T11:27:24.031991Z,KXLOWTCHI,Lowest Temperature Chicago
Climate and Weather > Temperature,KXLOWTMIA-26JAN16-B44.5,"Will the minimum temperature be  44-45° on Jan 16, 2026?",90,2026-01-17,CORRECT,100,2026-01-16T12:47:02.270536Z,KXLOWTMIA,Lowest temperature in Miami
Climate and Weather > Temperature,KXLOWTLAX-26JAN16-B53.5,"Will the minimum temperature be  53-54° on Jan 16, 2026?",92,2026-01-17,WRONG,0,2026-01-16T14:20:40.576259Z,KXLOWTLAX,Lowest Temperature in LA
Climate and Weather > Temperature,KXLOWTLAX-26JAN16-B51.5,"Will the minimum temperature be  51-52° on Jan 16, 2026?",92,2026-01-17,CORRECT,100,2026-01-16T17:58:53.982718Z,KXLOWTLAX,Lowest Temperature in LA
Climate and Weather > Temperature,KXLOWTDEN-26JAN16-T20,"Will the minimum temperature be  <20° on Jan 16, 2026?",93,2026-01-17,CORRECT,100,2026-01-17T02:48:49.425107Z,KXLOWTDEN,Lowest temperature in Denver
Climate and Weather > Temperature,KXLOWTDEN-26JAN16-B20.5,"Will the minimum temperature be  20-21° on Jan 16, 2026?",91,2026-01-17,WRONG,0,2026-01-16T14:09:51.802906Z,KXLOWTDEN,Lowest temperature in Denver
Climate and Weather > Temperature,KXHIGHTSFO-26JAN16-T69,"Will the maximum temperature be  >69° on Jan 16, 2026?",93,2026-01-17,CORRECT,100,2026-01-16T22:59:09.054144Z,KXHIGHTSFO,San Francisco High Temperature Daily
Climate and Weather > Temperature,KXHIGHTSFO-26JAN16-B68.5,"Will the maximum temperature be  68-69° on Jan 16, 2026?",93,2026-01-17,WRONG,0,2026-01-16T22:46:15.821909Z,KXHIGHTSFO,San Francisco High Temperature Daily
Climate and Weather > Temperature,KXHIGHTSFO-26JAN16-B66.5,"Will the maximum temperature be  66-67° on Jan 16, 2026?",91,2026-01-17,WRONG,0,2026-01-16T21:38:20.359898Z,KXHIGHTSFO,San Francisco High Temperature Daily
Climate and Weather > Temperature,KXHIGHTSEA-26JAN16-B52.5,"Will the maximum temperature be  52-53° on Jan 16, 2026?",92,2026-01-17,CORRECT,100,2026-01-16T21:57:16.303154Z,KXHIGHTSEA,Seattle Maximum Temperature Daily
Climate and Weather > Temperature,KXLOWTAUS-26JAN16-T39,"Will the minimum temperature be  <39° on Jan 16, 2026?",95,2026-01-17,CORRECT,100,2026-01-16T10:32:10.81725Z,KXLOWTAUS,Lowest temperature in Austin
Climate and Weather > Temperature,KXHIGHTNOLA-26JAN16-B69.5,"Will the maximum temperature be  69-70° on Jan 16, 2026?",90,2026-01-17,CORRECT,100,2026-01-16T20:46:40.944157Z,KXHIGHTNOLA,New Orleans Max temp Daily
Climate and Weather > Temperature,KXHIGHPHIL-26JAN16-B37.5,"Will the **high temp in Philadelphia** be 37-38° on Jan 16, 2026?",98,2026-01-17,CORRECT,100,2026-01-17T04:57:39.604107Z,KXHIGHPHIL,Highest temperature in Philadelphia
Climate and Weather > Temperature,KXHIGHPHIL-26JAN16-B35.5,"Will the **high temp in Philadelphia** be 35-36° on Jan 16, 2026?",91,2026-01-17,WRONG,0,2026-01-16T17:58:47.950178Z,KXHIGHPHIL,Highest temperature in Philadelphia
Climate and Weather > Temperature,KXHIGHAUS-26JAN16-B75.5,"Will the **high temp in Austin** be 75-76° on Jan 16, 2026?",90,2026-01-17,CORRECT,100,2026-01-16T19:42:34.349212Z,KXHIGHAUS,Highest temperature in Austin
Climate and Weather > Temperature,KXHIGHNY-26JAN16-B33.5,"Will the **high temp in NYC** be 33-34° on Jan 16, 2026?",93,2026-01-17,CORRECT,100,2026-01-16T21:17:04.616748Z,KXHIGHNY,Highest temperature in NYC
Climate and Weather > Temperature,KXHIGHCHI-26JAN16-B37.5,"Will the high temp in Chicago be 37-38° on Jan 16, 2026?",93,2026-01-17,CORRECT,100,2026-01-16T20:45:32.634383Z,KXHIGHCHI,Highest temperature in Chicago
Climate and Weather > Temperature,KXHIGHTDC-26JAN17-B42.5,"Will the maximum temperature be  42-43° on Jan 17, 2026?",90,2026-01-18,CORRECT,100,2026-01-17T21:58:00.580486Z,KXHIGHTDC,Washington DC Daily Max Temp
Climate and Weather > Temperature,KXHIGHMIA-26JAN17-B78.5,"Will the **high temp in Miami** be 78-79° on Jan 17, 2026?",90,2026-01-18,CORRECT,100,2026-01-17T18:34:29.863174Z,KXHIGHMIA,Highest temperature in Miami
Climate and Weather > Temperature,KXHIGHDEN-26JAN17-T36,"Will the **high temp in Denver** be <36° on Jan 17, 2026?",99,2026-01-18,CORRECT,100,2026-01-17T23:17:05.893457Z,KXHIGHDEN,Highest temperature in Denver
Climate and Weather > Temperature,KXLOWTPHIL-26JAN17-B30.5,"Will the minimum temperature be  30-31° on Jan 17, 2026?",93,2026-01-18,CORRECT,100,2026-01-18T04:51:05.496254Z,KXLOWTPHIL,Lowest temperature in Philadelphia
Climate and Weather > Temperature,KXLOWTNYC-26JAN17-B32.5,"Will the minimum temperature be  32-33° on Jan 17, 2026?",98,2026-01-18,WRONG,0,2026-01-18T00:05:35.443115Z,KXLOWTNYC,Lowest temperature in NYC
Climate and Weather > Temperature,KXLOWTNYC-26JAN17-B30.5,"Will the minimum temperature be  30-31° on Jan 17, 2026?",99,2026-01-18,CORRECT,100,2026-01-18T04:53:20.211388Z,KXLOWTNYC,Lowest temperature in NYC
Climate and Weather > Temperature,KXHIGHLAX-26JAN17-B76.5,"Will the **high temp in LA** be 76-77° on Jan 17, 2026?",90,2026-01-18,CORRECT,100,2026-01-17T19:39:16.35874Z,KXHIGHLAX,Highest temperature in Los Angeles
Climate and Weather > Temperature,KXHIGHTLV-26JAN17-B68.5,"Will the maximum temperature be  68-69° on Jan 17, 2026?",92,2026-01-18,CORRECT,100,2026-01-17T23:33:26.531804Z,KXHIGHTLV,Las Vegas Max Daily Temperature
Climate and Weather > Temperature,KXLOWTCHI-26JAN17-B12.5,"Will the minimum temperature be  12-13° on Jan 17, 2026?",92,2026-01-18,CORRECT,100,2026-01-17T15:02:18.045228Z,KXLOWTCHI,Lowest Temperature Chicago
Climate and Weather > Temperature,KXLOWTMIA-26JAN17-B62.5,"Will the minimum temperature be  62-63° on Jan 17, 2026?",90,2026-01-18,CORRECT,100,2026-01-17T11:56:21.655147Z,KXLOWTMIA,Lowest temperature in Miami
Climate and Weather > Temperature,KXLOWTLAX-26JAN17-B50.5,"Will the minimum temperature be  50-51° on Jan 17, 2026?",92,2026-01-18,CORRECT,100,2026-01-17T15:44:01.363763Z,KXLOWTLAX,Lowest Temperature in LA
Climate and Weather > Temperature,KXLOWTDEN-26JAN17-T13,"Will the minimum temperature be  <13° on Jan 17, 2026?",92,2026-01-18,CORRECT,100,2026-01-17T13:32:43.633218Z,KXLOWTDEN,Lowest temperature in Denver
Climate and Weather > Temperature,KXHIGHTSFO-26JAN17-T61,"Will the maximum temperature be  <61° on Jan 17, 2026?",90,2026-01-18,WRONG,0,2026-01-17T23:08:48.729174Z,KXHIGHTSFO,San Francisco High Temperature Daily
Climate and Weather > Temperature,KXHIGHTSFO-26JAN17-B61.5,"Will the maximum temperature be  61-62° on Jan 17, 2026?",95,2026-01-18,CORRECT,100,2026-01-18T05:58:30.448001Z,KXHIGHTSFO,San Francisco High Temperature Daily
Climate and Weather > Temperature,KXHIGHTSEA-26JAN17-B54.5,"Will the maximum temperature be  54-55° on Jan 17, 2026?",93,2026-01-18,CORRECT,100,2026-01-17T22:03:01.498836Z,KXHIGHTSEA,Seattle Maximum Temperature Daily
Climate and Weather > Temperature,KXHIGHTSEA-26JAN17-B52.5,"Will the maximum temperature be  52-53° on Jan 17, 2026?",93,2026-01-18,WRONG,0,2026-01-17T18:19:14.498086Z,KXHIGHTSEA,Seattle Maximum Temperature Daily
Climate and Weather > Temperature,KXLOWTAUS-26JAN17-T32,"Will the minimum temperature be  <32° on Jan 17, 2026?",90,2026-01-18,CORRECT,100,2026-01-18T05:51:14.167672Z,KXLOWTAUS,Lowest temperature in Austin
Climate and Weather > Temperature,KXHIGHTNOLA-26JAN17-B58.5,"Will the maximum temperature be  58-59° on Jan 17, 2026?",95,2026-01-18,CORRECT,100,2026-01-17T17:57:30.358128Z,KXHIGHTNOLA,New Orleans Max temp Daily
Climate and Weather > Temperature,KXHIGHTNOLA-26JAN17-B56.5,"Will the maximum temperature be  56-57° on Jan 17, 2026?",95,2026-01-18,WRONG,0,2026-01-18T00:39:11.072181Z,KXHIGHTNOLA,New Orleans Max temp Daily
Climate and Weather > Temperature,KXHIGHPHIL-26JAN17-B40.5,"Will the **high temp in Philadelphia** be 40-41° on Jan 17, 2026?",90,2026-01-18,CORRECT,100,2026-01-17T16:29:14.585259Z,KXHIGHPHIL,Highest temperature in Philadelphia
Climate and Weather > Temperature,KXHIGHAUS-26JAN17-B56.5,"Will the **high temp in Austin** be 56-57° on Jan 17, 2026?",90,2026-01-18,CORRECT,100,2026-01-17T21:02:37.40292Z,KXHIGHAUS,Highest temperature in Austin
Climate and Weather > Temperature,KXHIGHNY-26JAN17-B38.5,"Will the **high temp in NYC** be 38-39° on Jan 17, 2026?",94,2026-01-18,CORRECT,100,2026-01-17T17:52:20.752807Z,KXHIGHNY,Highest temperature in NYC
Climate and Weather > Temperature,KXHIGHCHI-26JAN17-B25.5,"Will the high temp in Chicago be 25-26° on Jan 17, 2026?",90,2026-01-18,CORRECT,100,2026-01-17T05:56:56.603823Z,KXHIGHCHI,Highest temperature in Chicago
Climate and Weather > Temperature,KXHIGHTDC-26JAN18-B38.5,"Will the maximum temperature be  38-39° on Jan 18, 2026?",93,2026-01-19,CORRECT,100,2026-01-18T15:25:44.974904Z,KXHIGHTDC,Washington DC Daily Max Temp
Climate and Weather > Temperature,KXHIGHMIA-26JAN18-B82.5,"Will the **high temp in Miami** be 82-83° on Jan 18, 2026?",90,2026-01-19,CORRECT,100,2026-01-18T16:48:11.09013Z,KXHIGHMIA,Highest temperature in Miami
Climate and Weather > Temperature,KXHIGHDEN-26JAN18-B50.5,"Will the **high temp in Denver** be 50-51° on Jan 18, 2026?",94,2026-01-19,CORRECT,100,2026-01-18T21:33:34.541916Z,KXHIGHDEN,Highest temperature in Denver
Climate and Weather > Temperature,KXLOWTPHIL-26JAN18-B26.5,"Will the minimum temperature be  26-27° on Jan 18, 2026?",92,2026-01-19,CORRECT,100,2026-01-18T18:44:31.822726Z,KXLOWTPHIL,Lowest temperature in Philadelphia
Climate and Weather > Temperature,KXLOWTNYC-26JAN18-B29.5,"Will the minimum temperature be  29-30° on Jan 18, 2026?",93,2026-01-19,CORRECT,100,2026-01-19T04:53:29.049023Z,KXLOWTNYC,Lowest temperature in NYC
Climate and Weather > Temperature,KXHIGHLAX-26JAN18-T76,"Will the **high temp in LA** be >76° on Jan 18, 2026?",90,2026-01-19,CORRECT,100,2026-01-18T17:53:38.648338Z,KXHIGHLAX,Highest temperature in Los Angeles
Climate and Weather > Temperature,KXHIGHTLV-26JAN18-B64.5,"Will the maximum temperature be  64-65° on Jan 18, 2026?",93,2026-01-19,CORRECT,100,2026-01-18T23:30:48.988197Z,KXHIGHTLV,Las Vegas Max Daily Temperature
Climate and Weather > Temperature,KXLOWTCHI-26JAN18-B7.5,"Will the minimum temperature be  7-8° on Jan 18, 2026?",90,2026-01-19,CORRECT,100,2026-01-18T14:31:24.603381Z,KXLOWTCHI,Lowest Temperature Chicago
Climate and Weather > Temperature,KXLOWTMIA-26JAN18-B57.5,"Will the minimum temperature be  57-58° on Jan 18, 2026?",93,2026-01-19,CORRECT,100,2026-01-19T04:56:30.831593Z,KXLOWTMIA,Lowest temperature in Miami
Climate and Weather > Temperature,KXLOWTLAX-26JAN18-B54.5,"Will the minimum temperature be  54-55° on Jan 18, 2026?",93,2026-01-19,CORRECT,100,2026-01-18T17:56:16.747202Z,KXLOWTLAX,Lowest Temperature in LA
Climate and Weather > Temperature,KXLOWTDEN-26JAN18-B29.5,"Will the minimum temperature be  29-30° on Jan 18, 2026?",91,2026-01-19,WRONG,0,2026-01-19T04:45:21.439498Z,KXLOWTDEN,Lowest temperature in Denver
Climate and Weather > Temperature,KXLOWTDEN-26JAN18-B25.5,"Will the minimum temperature be  25-26° on Jan 18, 2026?",93,2026-01-19,CORRECT,100,2026-01-19T06:56:50.617717Z,KXLOWTDEN,Lowest temperature in Denver
Climate and Weather > Temperature,KXHIGHTSFO-26JAN18-B64.5,"Will the maximum temperature be  64-65° on Jan 18, 2026?",93,2026-01-19,CORRECT,100,2026-01-18T23:59:13.881677Z,KXHIGHTSFO,San Francisco High Temperature Daily
Climate and Weather > Temperature,KXHIGHTSEA-26JAN18-B49.5,"Will the maximum temperature be  49-50° on Jan 18, 2026?",93,2026-01-19,CORRECT,100,2026-01-18T22:56:21.500152Z,KXHIGHTSEA,Seattle Maximum Temperature Daily
Climate and Weather > Temperature,KXLOWTAUS-26JAN18-B24.5,"Will the minimum temperature be  24-25° on Jan 18, 2026?",93,2026-01-19,CORRECT,100,2026-01-18T13:00:11.330772Z,KXLOWTAUS,Lowest temperature in Austin
Climate and Weather > Temperature,KXHIGHTNOLA-26JAN18-T49,"Will the maximum temperature be  <49° on Jan 18, 2026?",91,2026-01-19,CORRECT,100,2026-01-18T21:28:37.958697Z,KXHIGHTNOLA,New Orleans Max temp Daily
Climate and Weather > Temperature,KXHIGHPHIL-26JAN18-B36.5,"Will the **high temp in Philadelphia** be 36-37° on Jan 18, 2026?",92,2026-01-19,WRONG,0,2026-01-18T17:49:05.088928Z,KXHIGHPHIL,Highest temperature in Philadelphia
Climate and Weather > Temperature,KXHIGHPHIL-26JAN18-B34.5,"Will the **high temp in Philadelphia** be 34-35° on Jan 18, 2026?",95,2026-01-19,CORRECT,100,2026-01-18T18:01:34.955392Z,KXHIGHPHIL,Highest temperature in Philadelphia
Climate and Weather > Temperature,KXHIGHAUS-26JAN18-B63.5,"Will the **high temp in Austin** be 63-64° on Jan 18, 2026?",90,2026-01-19,CORRECT,100,2026-01-18T21:12:34.76142Z,KXHIGHAUS,Highest temperature in Austin
Climate and Weather > Temperature,KXHIGHNY-26JAN18-B35.5,"Will the **high temp in NYC** be 35-36° on Jan 18, 2026?",91,2026-01-19,CORRECT,100,2026-01-18T13:26:10.273279Z,KXHIGHNY,Highest temperature in NYC
Climate and Weather > Temperature,KXHIGHCHI-26JAN18-B19.5,"Will the high temp in Chicago be 19-20° on Jan 18, 2026?",90,2026-01-19,CORRECT,100,2026-01-18T22:48:30.403526Z,KXHIGHCHI,Highest temperature in Chicago
Climate and Weather > Temperature,KXHIGHTDC-26JAN19-B41.5,"Will the maximum temperature be  41-42° on Jan 19, 2026?",94,2026-01-20,CORRECT,100,2026-01-19T21:29:26.399263Z,KXHIGHTDC,Washington DC Daily Max Temp
